city	state_id	lat	lng	density	timezone
Triadelphia	WV	40.0483	-80.623	455	America/New_York
La Belle	MO	40.1166	-91.9146	451	America/Chicago
Helena	MS	30.4881	-88.5056	73	America/Chicago
Clarkrange	TN	36.1857	-85.0096	30	America/Chicago
New Florence	MO	38.9092	-91.4529	101	America/Chicago
McCammon	ID	42.6504	-112.1901	137	America/Boise
Valley View	TX	33.4859	-97.1601	128	America/Chicago
Ellenboro	NC	35.3309	-81.7612	242	America/New_York
Osmond	NE	42.3583	-97.599	384	America/Chicago
Lancaster	MO	40.5238	-92.5314	206	America/Chicago
Cuba	NM	36.0146	-106.968	93	America/Denver
White Swan	WA	46.377	-120.7382	114	America/Los_Angeles
Green River	UT	38.9935	-110.1723	11	America/Denver
Fieldbrook	CA	40.9723	-124.025	29	America/Los_Angeles
Paraje	NM	35.0444	-107.4681	54	America/Denver
Freeburg	PA	40.7625	-76.9408	560.8	America/New_York
Viborg	SD	43.1722	-97.0824	590	America/Chicago
Holly	CO	38.0554	-102.1247	423	America/Denver
Wiscon	FL	28.5409	-82.4664	363	America/New_York
Geronimo	TX	29.6728	-97.9686	37	America/Chicago
North	SC	33.6164	-81.103	354	America/New_York
Arlington	WI	43.3351	-89.3726	294	America/Chicago
Cleveland	MN	44.3236	-93.8353	552	America/Chicago
McIntosh	NM	34.8819	-106.0559	13	America/Denver
Raymond	IA	42.4694	-92.2297	187	America/Chicago
Fort Chiswell	VA	36.9444	-80.9577	22	America/New_York
Mountainaire	AZ	35.0921	-111.6493	29	America/Phoenix
Kernville	CA	35.7533	-118.4321	24	America/Los_Angeles
Keiser	AR	35.674	-90.0958	409.7	America/Chicago
Deshler	NE	40.1396	-97.7233	601	America/Chicago
Summerton	SC	33.6013	-80.3527	225	America/New_York
Morrill	NE	41.964	-103.9249	502	America/Denver
Belle Terre	NY	40.9607	-73.0672	345	America/New_York
Grove City	MN	45.1481	-94.6815	446	America/Chicago
Meadow Vale	KY	38.2833	-85.5725	1810.1	America/New_York
Wickett	TX	31.5673	-103.006	433	America/Chicago
Norris Canyon	CA	37.7457	-121.9881	84	America/Los_Angeles
Pleasantville	PA	41.5935	-79.5808	320	America/New_York
Cedar Grove	NM	35.1788	-106.1728	23	America/Denver
Jetmore	KS	38.0301	-99.9098	72	America/Chicago
McKenzie	AL	31.5429	-86.7246	81	America/Chicago
McRoberts	KY	37.2132	-82.6687	54	America/New_York
Dexter	NY	44.0111	-76.0425	458	America/New_York
Waynoka	OK	36.5849	-98.8776	303	America/Chicago
Plantersville	MS	34.2103	-88.6655	145	America/Chicago
Cheneyville	LA	31.011	-92.29	299	America/Chicago
Leighton	AL	34.6941	-87.5282	141	America/Chicago
Riegelsville	PA	40.5965	-75.1988	302	America/New_York
Livingston	IL	38.9684	-89.7641	292	America/Chicago
New Hartford	IA	42.5682	-92.6214	491	America/Chicago
St. Joseph	LA	31.9203	-91.24	342	America/Chicago
Bartelso	IL	38.5371	-89.4672	707	America/Chicago
Penn State Berks	PA	40.3612	-75.976	731	America/New_York
Philip	SD	44.0407	-101.6645	512	America/Denver
Norborne	MO	39.3024	-93.6759	469	America/Chicago
Paradise	UT	41.5683	-111.8334	210	America/Denver
Menno	SD	43.2386	-97.5774	584	America/Chicago
Hamden	OH	39.1592	-82.5243	553	America/New_York
Latimer	IA	42.763	-93.3658	124	America/Chicago
Madison	KS	38.1336	-96.1372	521	America/Chicago
Napoleon	ND	46.5039	-99.7683	219	America/Chicago
Twinsburg Heights	OH	41.3064	-81.4579	377.1	America/New_York
McClure	OH	41.3709	-83.9415	610	America/New_York
Big Wells	TX	28.5699	-99.5702	547	America/Chicago
Wadsworth	NV	39.6322	-119.2901	81	America/Los_Angeles
St. Charles	IA	41.2872	-93.8075	489	America/Chicago
Allentown	FL	30.7745	-87.0822	10	America/Chicago
Atlantic Mine	MI	47.1037	-88.6281	275	America/Detroit
Lasara	TX	26.4635	-97.9087	210	America/Chicago
Genoa	NV	39.0256	-119.8309	33	America/Los_Angeles
Bloomsbury	NJ	40.6537	-75.084	325	America/New_York
Mount Vernon	OR	44.4169	-119.1132	444	America/Los_Angeles
McConnell	WV	37.8282	-81.9652	194.5	America/New_York
Minersville	UT	38.2333	-112.9602	139	America/Denver
Attapulgus	GA	30.7495	-84.4839	380	America/New_York
Greenville	CA	40.1336	-120.9454	37	America/Los_Angeles
Jewett	TX	31.3627	-96.1455	147	America/Chicago
St. Ignatius	MT	47.3187	-114.0956	568	America/Denver
Milan	GA	32.0194	-83.0631	97	America/New_York
Ubly	MI	43.7082	-82.9356	230	America/Detroit
Grayhawk	MO	37.931	-90.239	69	America/Chicago
Aynor	SC	34.0002	-79.2071	168	America/New_York
Sadsburyville	PA	39.983	-75.8937	868.7	America/New_York
Valle Hill	PR	18.3953	-65.894	3226.5	America/Puerto_Rico
Russellville	TN	36.258	-83.1966	291	America/New_York
Paragon Estates	CO	39.9802	-105.1812	180	America/Denver
Lyons	MI	42.9834	-84.9456	248	America/Detroit
Mullan	ID	47.4687	-115.7963	365	America/Los_Angeles
Kinston	AL	31.22	-86.1705	61	America/Chicago
Lakeport	MI	43.1072	-82.4937	292	America/Detroit
Cleveland	MO	38.6788	-94.598	204	America/Chicago
Newell	SD	44.7174	-103.4183	299	America/Denver
Elgin	NE	41.9831	-98.0828	415	America/Chicago
Port Gamble Tribal Community	WA	47.8488	-122.5571	71	America/Los_Angeles
Hatton	ND	47.6369	-97.4584	542	America/Chicago
North Courtland	AL	34.6788	-87.3083	456	America/Chicago
Coahoma	TX	32.2956	-101.3089	245	America/Chicago
Middle Amana	IA	41.7948	-91.9015	310	America/Chicago
Candlewood Lake	OH	40.6214	-82.7764	130	America/New_York
Cornish	ME	43.8005	-70.7994	99	America/New_York
Gouldsboro	PA	41.2429	-75.4449	116	America/New_York
Davis	WV	39.1266	-79.4609	165	America/New_York
Danville	WV	38.0808	-81.8342	282	America/New_York
Arrington	VA	37.6744	-78.8928	28	America/New_York
Trimble	TN	36.202	-89.1879	467	America/Chicago
Bigelow Corners	CT	41.4694	-73.5057	450	America/New_York
Meriden	KS	39.1897	-95.568	398	America/Chicago
Watauga	TN	36.3687	-82.2919	342	America/New_York
Newtonville	NJ	39.5633	-74.8559	95	America/New_York
Rockford	TN	35.8328	-83.9358	94	America/New_York
Roff	OK	34.6286	-96.8412	326	America/Chicago
Jennings	FL	30.5968	-83.107	113	America/New_York
Millwood	NY	41.1947	-73.7964	500	America/New_York
Milo	IA	41.2892	-93.4403	496	America/Chicago
Underhill Flats	VT	44.5232	-72.9463	403	America/New_York
Eads	CO	38.4814	-102.7797	630	America/Denver
Gray Court	SC	34.6079	-82.1143	165	America/New_York
Antelope	SD	43.3087	-100.6306	131	America/Chicago
Ventura	NM	32.2438	-107.6832	55	America/Denver
Hebron	ND	46.9023	-102.0444	200	America/North_Dakota/New_Salem
Summersville	KY	37.3265	-85.543	104	America/Chicago
Happy Valley	NM	32.4236	-104.2903	140	America/Denver
Turbotville	PA	41.1019	-76.7694	666	America/New_York
Raymond	MN	45.0184	-95.2367	339	America/Chicago
Northwood	ND	47.7384	-97.5707	248	America/Chicago
Beaver Springs	PA	40.7448	-77.2168	222	America/New_York
El Paso	AR	35.1153	-92.0812	72	America/Chicago
Saluda	NC	35.2375	-82.3469	193	America/New_York
Bunnlevel	NC	35.31	-78.7725	39	America/New_York
Meyers Lake	OH	40.8159	-81.4165	1307.9	America/New_York
Hermitage	MO	37.9443	-93.3257	231	America/Chicago
Laurel	IN	39.5017	-85.1877	461.7	America/Indiana/Indianapolis
South Mount Vernon	OH	40.3823	-82.5018	594	America/New_York
Wataga	IL	41.0253	-90.2754	362	America/Chicago
Northwest	NC	34.316	-78.1448	41	America/New_York
Woods Bay	MT	48.0083	-114.0613	220	America/Denver
Hoffman	NC	35.0313	-79.5491	88	America/New_York
Dover	ID	48.2606	-116.6098	95	America/Los_Angeles
Montgomery	LA	31.6677	-92.8877	145	America/Chicago
Quebrada	PR	18.3602	-66.8353	998.1	America/Puerto_Rico
Oneida	IL	41.0722	-90.2247	393	America/Chicago
Oak Creek	CO	40.2741	-106.9575	478.2	America/Denver
La Puerta	TX	26.3468	-98.7505	687.7	America/Chicago
Rafael Hernández	PR	18.4718	-67.0787	1525	America/Puerto_Rico
Orebank	TN	36.556	-82.4642	341	America/New_York
Tecumseh	IN	39.5654	-87.4326	86	America/Indiana/Indianapolis
Lanesboro	MN	43.7171	-91.9719	233	America/Chicago
Sanbornville	NH	43.5525	-71.0297	186	America/New_York
Loreauville	LA	30.0602	-91.7378	673	America/Chicago
Johnson	OK	35.4064	-96.8444	67	America/Chicago
Shenandoah Shores	VA	38.9621	-78.1414	309	America/New_York
Polk	PA	41.369	-79.9311	147	America/New_York
Newman	IL	39.797	-87.9878	489	America/Chicago
Mound City	IL	37.0854	-89.1628	444	America/Chicago
Laytonville	CA	39.6715	-123.4945	55	America/Los_Angeles
Sebeka	MN	46.6292	-95.0879	121	America/Chicago
Bertrand	MO	36.9081	-89.45	364	America/Chicago
Houtzdale	PA	40.8251	-78.3511	648	America/New_York
Siren	WI	45.7826	-92.3823	250	America/Chicago
Tucker	MS	32.708	-89.0498	77	America/Chicago
Hobson City	AL	33.6148	-85.8561	286	America/Chicago
Tonica	IL	41.2159	-89.0702	220	America/Chicago
Calumet	MI	47.2478	-88.4535	1181.3	America/Detroit
Hilltop	WV	37.9392	-81.1526	457	America/New_York
Varnamtown	NC	33.943	-78.2363	339	America/New_York
Hailesboro	NY	44.3097	-75.4356	63	America/New_York
Fallston	NC	35.4288	-81.5023	138	America/New_York
Tekoa	WA	47.2248	-117.0731	244	America/Los_Angeles
Kivalina	AK	67.733	-164.5212	183	America/Nome
Pine Brook Hill	CO	40.0462	-105.3097	98	America/Denver
Nelson	AZ	32.4298	-111.2649	627	America/Phoenix
Arena	WI	43.1636	-89.9103	259	America/Chicago
Hoffman	IL	38.5404	-89.2644	590	America/Chicago
West Concord	MN	44.1529	-92.8995	276	America/Chicago
Wallowa	OR	45.5704	-117.5286	489	America/Los_Angeles
Everson	PA	40.0907	-79.5871	682.5	America/New_York
Chilchinbito	AZ	36.5027	-110.0512	12	America/Denver
Stagecoach	TX	30.1438	-95.7079	259	America/Chicago
Orient	OR	45.4691	-122.3545	315	America/Los_Angeles
Sullivan	OH	41.028	-82.2212	72	America/New_York
Leesburg	IN	41.3307	-85.849	410.8	America/Indiana/Indianapolis
Birnamwood	WI	44.9319	-89.2094	135	America/Chicago
Fort Johnson	NY	42.9591	-74.2381	404	America/New_York
Clarks Hill	IN	40.2472	-86.7243	398	America/Indiana/Indianapolis
Ogden	IL	40.115	-87.9563	507	America/Chicago
Springer	NM	36.3623	-104.5997	135	America/Denver
Swansea	SC	33.7397	-81.1052	143	America/New_York
Reynolds	GA	32.5608	-84.0943	149	America/New_York
St. Lucie Village	FL	27.4967	-80.3417	332	America/New_York
Knoxville	PA	41.9605	-77.4379	481	America/New_York
Tatum	NM	33.2553	-103.3112	188	America/Denver
Claremont	MN	44.0449	-92.9976	272	America/Chicago
Bluffs	IL	39.7494	-90.5352	334	America/Chicago
Greensburg	KS	37.6049	-99.2895	166	America/Chicago
Tribune	KS	38.472	-101.7546	401	America/Denver
Deer Park	CA	38.536	-122.4679	53	America/Los_Angeles
Altheimer	AR	34.3241	-91.8481	145	America/Chicago
Essex	IA	40.8327	-95.3038	198	America/Chicago
Aurora	NC	35.303	-76.7889	321	America/New_York
Normangee	TX	31.03	-96.1161	267	America/Chicago
Klondike Corner	NH	42.964	-71.6389	88	America/New_York
Glorieta	NM	35.584	-105.7629	38	America/Denver
Hatfield	IN	37.903	-87.2219	254	America/Chicago
Adams Run	SC	32.7219	-80.3465	210	America/New_York
Hubbard	IA	42.3058	-93.3022	161	America/Chicago
Mound City	KS	38.1325	-94.8506	257	America/Chicago
Oxford	NE	40.253	-99.6323	327	America/Chicago
Oriskany Falls	NY	42.938	-75.4636	588	America/New_York
Riceville	TN	35.3895	-84.6989	136	America/New_York
McNary	AZ	34.0923	-109.8541	54	America/Phoenix
New Berlin	PA	40.8806	-76.9843	767	America/New_York
Tampico	IL	41.6309	-89.7849	755	America/Chicago
Trout Lake	WA	45.9976	-121.529	42	America/Los_Angeles
Kansas	IL	39.5544	-87.9396	291	America/Chicago
Startup	WA	47.8673	-121.7501	69	America/Los_Angeles
Mignon	AL	33.1948	-86.265	148	America/Chicago
Ruthven	IA	43.13	-94.8987	730	America/Chicago
Millry	AL	31.6256	-88.319	39	America/Chicago
Chillicothe	TX	34.256	-99.5144	291	America/Chicago
Stratford	CA	36.1885	-119.8222	427	America/Los_Angeles
Pleasant Hill	TX	31.0033	-94.7936	112	America/Chicago
Oakwood	TX	31.5848	-95.8498	262	America/Chicago
Isola	MS	33.2634	-90.5923	402	America/Chicago
Tuttletown	CA	38.0003	-120.4503	40	America/Los_Angeles
Kosse	TX	31.307	-96.6292	230	America/Chicago
Dudleyville	AZ	32.9127	-110.7345	44	America/Phoenix
Haviland	KS	37.6173	-99.1059	603	America/Chicago
Whitelaw	WI	44.1453	-87.8278	565	America/Chicago
Howard	CO	38.4098	-105.8424	17	America/Denver
Round Rock	AZ	36.5044	-109.4616	20	America/Denver
Renova	MS	33.7805	-90.7232	342	America/Chicago
Sanderson	TX	30.1508	-102.4079	70	America/Chicago
Rancho Alegre	TX	27.7392	-98.1027	232	America/Chicago
Underwood	ND	47.455	-101.1417	332	America/Chicago
Barboursville	VA	38.1704	-78.2831	132	America/New_York
Ashland	KS	37.1867	-99.7697	175	America/Chicago
Cluster Springs	VA	36.6128	-78.9221	34	America/New_York
Galena	MO	36.8054	-93.471	397	America/Chicago
London	AR	35.328	-93.2416	93	America/Chicago
Erick	OK	35.2156	-99.8686	314	America/Chicago
Columbiaville	MI	43.1567	-83.4069	336	America/Detroit
Elliott	MS	33.6913	-89.7525	65	America/Chicago
Westminster	TX	33.3649	-96.4598	74	America/Chicago
Unalakleet	AK	63.8924	-160.7861	103	America/Anchorage
Kevil	KY	37.0842	-88.8829	521	America/Chicago
Hana	HI	20.772	-156.0107	28	Pacific/Honolulu
Mount Savage	MD	39.6966	-78.8768	309	America/New_York
Erlands Point	WA	47.6038	-122.694	628	America/Los_Angeles
Elkton	MI	43.8183	-83.1809	296	America/Detroit
Illiopolis	IL	39.8498	-89.2521	437	America/Chicago
Taylor Ferry	OK	35.9391	-95.2989	47	America/Chicago
Kimball	MN	45.3143	-94.3008	195	America/Chicago
Middleville	NY	43.1384	-74.9707	387	America/New_York
Ravenna	KY	37.6871	-83.9502	649.9	America/New_York
Oak City	UT	39.3761	-112.339	314	America/Denver
Midway	LA	31.6788	-92.1493	97	America/Chicago
Wilbur	WA	47.7581	-118.7117	224	America/Los_Angeles
Hazleton	IA	42.6178	-91.9057	370	America/Chicago
Lyons	NE	41.936	-96.4717	433	America/Chicago
Woodlawn Park	KY	38.2615	-85.6306	1507.3	America/New_York
Talbotton	GA	32.6773	-84.5406	95	America/New_York
Beech Mountain	NC	36.2104	-81.8875	45	America/New_York
Sheatown	PA	41.1938	-76.0188	576	America/New_York
Alexandria	SD	43.6541	-97.7798	474	America/Chicago
Santa Clara	TX	29.5911	-98.1614	137	America/Chicago
Minto	ND	48.2924	-97.373	205	America/Chicago
Hardy	AR	36.3189	-91.4794	58	America/Chicago
Zayante	CA	37.0892	-122.0409	104	America/Los_Angeles
Lakeville	IN	41.5286	-86.2745	468	America/Indiana/Indianapolis
Accoville	WV	37.7652	-81.827	91	America/New_York
Mount Tabor	NJ	40.8717	-74.4759	1663.5	America/New_York
St. Clair	MN	44.0839	-93.8605	454	America/Chicago
Sunrise Lake	PA	41.3135	-74.9621	188	America/New_York
Seligman	AZ	35.3256	-112.8574	45	America/Phoenix
Lockridge	IA	40.9936	-91.7507	472	America/Chicago
Beaver Meadows	PA	40.9299	-75.9131	1109.2	America/New_York
Cole	OK	35.0992	-97.5663	19	America/Chicago
Highland Hills	OH	41.4507	-81.5191	150	America/New_York
Colo	IA	42.0145	-93.3186	277	America/Chicago
Conneautville	PA	41.7577	-80.3684	265	America/New_York
Ballard	CA	34.6395	-120.1091	105	America/Los_Angeles
Condon	OR	45.2366	-120.186	362	America/Los_Angeles
Purple Sage	WY	41.5515	-109.3199	451.1	America/Denver
Paris	PA	40.4104	-80.5067	139	America/New_York
Eau Claire	MI	41.9853	-86.304	353	America/Detroit
Clarence	PA	41.0466	-77.9507	108	America/New_York
Gratz	PA	40.6073	-76.7157	99	America/New_York
Racine	OH	38.9683	-81.9109	541	America/New_York
Dover	MN	43.9698	-92.134	293	America/Chicago
Hornbeck	LA	31.3266	-93.396	255	America/Chicago
Shelter Island Heights	NY	41.0661	-72.3493	54	America/New_York
Troy	KS	39.7846	-95.0937	301	America/Chicago
Ingleside on the Bay	TX	27.8303	-97.2211	435.4	America/Chicago
Bettsville	OH	41.244	-83.2338	564	America/New_York
Tortugas	NM	32.2697	-106.7546	2033.8	America/Denver
Manila	CA	40.8515	-124.163	422	America/Los_Angeles
Elsinore	UT	38.6834	-112.1488	220	America/Denver
Nassau Lake	NY	42.5366	-73.6059	193	America/New_York
Bell Hill	WA	48.055	-123.0869	110	America/Los_Angeles
Beersheba Springs	TN	35.459	-85.6689	61	America/Chicago
Fieldsboro	NJ	40.1364	-74.7315	864.4	America/New_York
Mount Hope	KS	37.8735	-97.6619	200	America/Chicago
Challis	ID	44.5055	-114.2281	148	America/Boise
Duck Key	FL	24.771	-80.9132	490	America/New_York
Lolita	TX	28.8326	-96.5388	114	America/Chicago
Wonewoc	WI	43.6531	-90.2239	263	America/Chicago
Copake Lake	NY	42.1416	-73.5903	30	America/New_York
Almena	WI	45.4149	-92.0384	260	America/Chicago
Manokotak	AK	58.893	-158.9109	4	America/Anchorage
Jamestown	PA	41.4843	-80.437	352	America/New_York
Independence	CA	36.8275	-118.2132	60	America/Los_Angeles
Ventura	IA	43.1282	-93.462	165	America/Chicago
Blue Ridge Manor	KY	38.2434	-85.5647	2467.7	America/New_York
Camptown	VA	36.6833	-76.8965	48	America/New_York
Lynnview	KY	38.1791	-85.7112	1361.8	America/New_York
Perry	MO	39.43	-91.6662	228	America/Chicago
Lyndonville	NY	43.3213	-78.3891	286	America/New_York
Paoli	OK	34.8265	-97.2627	394.1	America/Chicago
Onaway	MI	45.3589	-84.2274	180	America/Detroit
Allison Gap	VA	36.8998	-81.7869	111	America/New_York
Evansville	IL	38.0889	-89.9322	372	America/Chicago
Akutan	AK	54.1594	-165.7328	4	America/Nome
Ellendale	MN	43.8727	-93.2993	351	America/Chicago
Indian Creek	IL	42.2272	-87.9783	3559.2	America/Chicago
Grand View Estates	CO	39.5439	-104.8206	294	America/Denver
Greene	ME	44.1898	-70.1418	113	America/New_York
Bryson	TX	33.1636	-98.3894	222	America/Chicago
Wall Lake	IA	42.2675	-95.0932	255	America/Chicago
Ranchos Penitas West	TX	27.6745	-99.6035	141	America/Chicago
Little Hocking	OH	39.2608	-81.702	706	America/New_York
Norris	SC	34.7661	-82.7525	155	America/New_York
Prewitt	NM	35.3682	-108.0748	21	America/Denver
Rushford Village	MN	43.8033	-91.7915	8	America/Chicago
West Lebanon	IN	40.2724	-87.3862	476	America/Indiana/Indianapolis
Hunting Valley	OH	41.4802	-81.4108	37	America/New_York
Freelandville	IN	38.8653	-87.3102	52	America/Indiana/Vincennes
May Creek	WA	47.8555	-121.6745	461	America/Los_Angeles
Allenton	WI	43.4218	-88.3448	187	America/Chicago
Trimont	MN	43.7611	-94.7162	372	America/Chicago
Disputanta	VA	37.1236	-77.2249	106	America/New_York
Boswell	IN	40.5173	-87.3754	331	America/Indiana/Indianapolis
Island Pond	VT	44.8125	-71.8862	70	America/New_York
Milner	GA	33.1176	-84.1931	138	America/New_York
Plains	GA	32.0331	-84.3946	359	America/New_York
Hartford	AR	35.0236	-94.3799	155	America/Chicago
Oljato-Monument Valley	UT	37.0309	-110.2512	10	America/Denver
Arco	ID	43.6316	-113.3017	273	America/Boise
Galena	MD	39.3425	-75.8787	229.9	America/New_York
Hamlet	IN	41.3792	-86.5831	303	America/Chicago
New Underwood	SD	44.0987	-102.8405	202	America/Denver
Sabattus	ME	44.121	-70.107	416	America/New_York
Roper	NC	35.8786	-76.617	341	America/New_York
Central Valley	UT	38.6991	-112.0967	138	America/Denver
Prairie City	OR	44.4611	-118.7094	294	America/Los_Angeles
Mulga	AL	33.5521	-86.973	337	America/Chicago
Lake of the Woods	CA	34.8225	-119.0025	82	America/Los_Angeles
Chevy Chase Section Five	MD	38.984	-77.074	1918.2	America/New_York
Lowry City	MO	38.1401	-93.7275	284	America/Chicago
East Prospect	PA	39.9711	-76.5214	1134.4	America/New_York
Lake Latonka	PA	41.283	-80.1831	123	America/New_York
Russia	OH	40.2341	-84.4076	371	America/New_York
North Perry	OH	41.8	-81.1241	75	America/New_York
North Philipsburg	PA	40.9092	-78.2087	394	America/New_York
Hurst	IL	37.8349	-89.1443	329	America/Chicago
Charlotte Court House	VA	37.0563	-78.6377	73	America/New_York
Arcadia Lakes	SC	34.0536	-80.9615	524	America/New_York
Wickliffe	KY	36.9666	-89.0813	188	America/Chicago
Carlisle	OK	35.5042	-95.0323	11	America/Chicago
New Bloomfield	MO	38.7168	-92.0915	188	America/Chicago
Etna	CA	41.4582	-122.8945	383	America/Los_Angeles
Potters Hill	NC	34.9645	-77.6983	54	America/New_York
Pellston	MI	45.5519	-84.783	149	America/Detroit
Wampsville	NY	43.0772	-75.7097	284	America/New_York
Rich Creek	VA	37.3831	-80.8203	355	America/New_York
Munds Park	AZ	34.9382	-111.6318	13	America/Phoenix
Eastborough	KS	37.6856	-97.2591	905	America/Chicago
Wall	SD	43.9914	-102.2422	134	America/Denver
Chatham	LA	32.3096	-92.4522	294	America/Chicago
Carrolltown	PA	40.6048	-78.7071	409	America/New_York
Colton	SD	43.7871	-96.928	415	America/Chicago
Port Trevorton	PA	40.6924	-76.894	86	America/New_York
Howard	SD	44.0117	-97.5246	301	America/Chicago
Stratton	CO	39.3029	-102.6034	566	America/Denver
Junction City	CA	40.7341	-123.0618	10	America/Los_Angeles
Palmona Park	FL	26.6892	-81.8945	353	America/New_York
Waterville	KS	39.6919	-96.747	591	America/Chicago
Acomita Lake	NM	35.0658	-107.6165	74	America/Denver
Tipton	OK	34.4879	-99.15	248	America/Chicago
Crescent	IA	41.3653	-95.859	300	America/Chicago
Aguila	AZ	33.9376	-113.1665	185	America/Phoenix
Blairstown	IA	41.906	-92.0821	586	America/Chicago
Volcano	HI	19.4864	-155.2774	10	Pacific/Honolulu
Galena	OH	40.2201	-82.8842	136	America/New_York
Pinnacle	NC	36.323	-80.4241	80	America/New_York
Koppel	PA	40.8355	-80.3212	541	America/New_York
Taconite	MN	47.3315	-93.3758	10	America/Chicago
Amity	AR	34.2662	-93.4634	90	America/Chicago
Mesa Verde	CA	33.5957	-114.7317	67	America/Los_Angeles
Woodhull	IL	41.1784	-90.3221	329	America/Chicago
Rossiter	PA	40.899	-78.9355	153	America/New_York
Chippewa Lake	OH	41.0737	-81.9047	1201.4	America/New_York
Parksley	VA	37.7863	-75.6539	471	America/New_York
Stoneboro	PA	41.3336	-80.112	102	America/New_York
Peterstown	WV	37.3991	-80.795	456.8	America/New_York
Fostoria	MI	43.2492	-83.372	72	America/Detroit
Ladonia	TX	33.4283	-95.9482	145	America/Chicago
